Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
132,130,14,12,122,117,56,Train/56/00056_00077.png
185,171,20,15,164,154,56,Train/56/00056_00078.png
137,129,16,12,122,115,56,Train/56/00056_00079.png
139,131,15,13,124,117,56,Train/56/00056_00080.png
166,151,17,13,150,134,56,Train/56/00056_00081.png
160,145,17,13,144,129,56,Train/56/00056_00082.png
166,147,19,12,151,132,56,Train/56/00056_00083.png
226,200,23,17,206,180,56,Train/56/00056_00084.png
169,160,14,2,152,140,56,Train/56/00056_00085.png
138,130,12,11,124,115,56,Train/56/00056_00086.png
202,181,21,16,176,163,56,Train/56/00056_00087.png
148,133,16,12,130,119,56,Train/56/00056_00088.png
152,141,14,12,133,125,56,Train/56/00056_00089.png
249,231,23,20,219,206,56,Train/56/00056_00090.png
198,178,20,17,163,157,56,Train/56/00056_00091.png
231,208,25,18,198,195,56,Train/56/00056_00092.png
176,152,19,12,156,138,56,Train/56/00056_00093.png
283,244,29,20,250,222,56,Train/56/00056_00094.png
230,215,23,18,205,188,56,Train/56/00056_00095.png
180,169,19,14,159,147,56,Train/56/00056_00096.png
205,205,24,15,175,183,56,Train/56/00056_00097.png
204,204,21,17,172,183,56,Train/56/00056_00098.png
233,209,35,17,208,186,56,Train/56/00056_00099.png
248,222,44,17,214,201,56,Train/56/00056_00100.png
258,238,26,20,232,216,56,Train/56/00056_00101.png
223,212,23,20,194,189,56,Train/56/00056_00102.png
242,231,25,20,213,207,56,Train/56/00056_00103.png
153,139,19,11,134,125,56,Train/56/00056_00104.png
145,131,17,10,127,117,56,Train/56/00056_00105.png
202,185,18,16,178,168,56,Train/56/00056_00106.png
222,204,24,21,195,186,56,Train/56/00056_00107.png
132,133,13,13,118,120,56,Train/56/00056_00108.png
146,148,14,14,131,134,56,Train/56/00056_00109.png
219,237,21,31,197,214,56,Train/56/00056_00110.png
176,189,17,20,157,170,56,Train/56/00056_00111.png
249,241,23,20,227,222,56,Train/56/00056_00112.png
217,209,18,17,197,189,56,Train/56/00056_00113.png
223,212,31,17,196,179,56,Train/56/00056_00114.png
202,192,24,15,182,164,56,Train/56/00056_00115.png
149,142,17,11,134,127,56,Train/56/00056_00116.png
228,211,19,17,206,191,56,Train/56/00056_00117.png
164,152,14,12,147,137,56,Train/56/00056_00118.png
194,179,28,15,174,161,56,Train/56/00056_00119.png
161,148,23,12,144,133,56,Train/56/00056_00120.png
139,138,17,12,121,122,56,Train/56/00056_00121.png
170,168,22,13,148,150,56,Train/56/00056_00122.png
253,239,26,18,220,217,56,Train/56/00056_00123.png
203,192,24,13,177,173,56,Train/56/00056_00124.png
225,238,24,19,201,207,56,Train/56/00056_00125.png
222,235,23,19,198,204,56,Train/56/00056_00126.png
159,170,16,14,142,149,56,Train/56/00056_00127.png
204,219,20,17,184,193,56,Train/56/00056_00128.png
144,142,16,12,125,125,56,Train/56/00056_00129.png
219,215,25,18,188,190,56,Train/56/00056_00130.png
205,195,30,16,184,172,56,Train/56/00056_00131.png
152,145,20,11,136,128,56,Train/56/00056_00132.png
169,148,15,12,149,134,56,Train/56/00056_00133.png
264,230,29,18,234,210,56,Train/56/00056_00134.png
192,168,26,14,171,151,56,Train/56/00056_00135.png
194,169,24,14,170,153,56,Train/56/00056_00136.png
242,213,22,17,221,193,56,Train/56/00056_00137.png
195,172,20,14,178,156,56,Train/56/00056_00138.png
250,249,33,22,222,221,56,Train/56/00056_00139.png
203,202,25,18,182,178,56,Train/56/00056_00140.png
243,231,22,26,214,204,56,Train/56/00056_00141.png
190,181,17,16,171,160,56,Train/56/00056_00142.png
154,147,17,13,140,131,56,Train/56/00056_00143.png
231,220,24,19,209,196,56,Train/56/00056_00144.png
234,206,45,17,210,187,56,Train/56/00056_00145.png
230,202,26,16,209,183,56,Train/56/00056_00146.png
264,240,25,22,232,217,56,Train/56/00056_00147.png
162,148,17,13,142,134,56,Train/56/00056_00148.png
276,252,43,22,249,229,56,Train/56/00056_00149.png
174,159,21,14,157,143,56,Train/56/00056_00150.png
164,146,17,13,151,132,56,Train/56/00056_00151.png
244,216,30,19,219,195,56,Train/56/00056_00152.png
157,137,19,12,137,125,56,Train/56/00056_00153.png
229,200,28,17,201,182,56,Train/56/00056_00154.png
161,143,18,14,144,128,56,Train/56/00056_00155.png
216,191,27,18,194,172,56,Train/56/00056_00156.png
184,160,25,14,157,146,56,Train/56/00056_00157.png
215,187,25,16,182,169,56,Train/56/00056_00158.png
141,131,13,11,122,117,56,Train/56/00056_00159.png
164,152,20,14,141,138,56,Train/56/00056_00160.png
228,216,25,19,204,193,56,Train/56/00056_00161.png
181,171,20,14,163,154,56,Train/56/00056_00162.png
156,154,17,14,144,139,56,Train/56/00056_00163.png
152,150,17,13,140,136,56,Train/56/00056_00164.png
193,178,21,15,171,160,56,Train/56/00056_00165.png
165,153,17,13,145,138,56,Train/56/00056_00166.png
285,232,36,21,246,212,56,Train/56/00056_00167.png
286,233,41,20,246,213,56,Train/56/00056_00168.png
252,224,28,21,225,202,56,Train/56/00056_00169.png
219,194,29,17,190,177,56,Train/56/00056_00170.png
266,242,27,20,241,209,56,Train/56/00056_00171.png
249,226,26,19,225,196,56,Train/56/00056_00172.png
177,167,18,15,158,150,56,Train/56/00056_00173.png
198,186,20,17,178,167,56,Train/56/00056_00174.png
174,158,24,32,153,145,56,Train/56/00056_00175.png
227,206,23,17,205,183,56,Train/56/00056_00176.png
165,146,18,12,150,131,56,Train/56/00056_00177.png
216,191,25,16,196,173,56,Train/56/00056_00178.png
231,218,19,18,208,192,56,Train/56/00056_00179.png
186,167,19,15,164,150,56,Train/56/00056_00180.png
272,252,26,22,240,225,56,Train/56/00056_00181.png
261,242,24,21,231,216,56,Train/56/00056_00182.png
160,145,17,12,137,130,56,Train/56/00056_00183.png
223,201,24,17,191,181,56,Train/56/00056_00184.png
287,247,33,21,253,225,56,Train/56/00056_00185.png
266,230,32,20,232,210,56,Train/56/00056_00186.png
207,194,21,16,183,168,56,Train/56/00056_00187.png
156,146,16,13,139,127,56,Train/56/00056_00188.png
168,168,18,13,146,150,56,Train/56/00056_00189.png
248,249,27,19,215,224,56,Train/56/00056_00190.png
284,254,43,23,253,228,56,Train/56/00056_00191.png
198,178,29,21,177,161,56,Train/56/00056_00192.png
250,231,27,20,224,211,56,Train/56/00056_00193.png
172,159,19,14,154,144,56,Train/56/00056_00194.png
153,146,16,13,131,131,56,Train/56/00056_00195.png
166,159,18,13,145,142,56,Train/56/00056_00196.png
177,161,20,14,155,146,56,Train/56/00056_00197.png
271,245,30,20,236,222,56,Train/56/00056_00198.png
250,226,35,17,199,195,56,Train/56/00056_00199.png
186,168,25,13,153,143,56,Train/56/00056_00200.png
272,250,26,22,240,228,56,Train/56/00056_00201.png
249,229,23,20,219,209,56,Train/56/00056_00202.png
217,221,20,57,195,206,56,Train/56/00056_00203.png
248,236,29,18,224,209,56,Train/56/00056_00204.png
182,173,23,13,160,146,56,Train/56/00056_00205.png
259,247,30,20,232,221,56,Train/56/00056_00206.png
219,209,24,17,196,187,56,Train/56/00056_00207.png
151,140,13,11,136,126,56,Train/56/00056_00208.png
275,255,22,19,249,235,56,Train/56/00056_00209.png
228,204,24,20,199,183,56,Train/56/00056_00210.png
186,189,18,17,166,172,56,Train/56/00056_00211.png
271,255,22,21,244,226,56,Train/56/00056_00212.png
150,136,13,11,126,123,56,Train/56/00056_00213.png
269,237,28,20,234,214,56,Train/56/00056_00214.png
228,228,22,22,205,207,56,Train/56/00056_00215.png
246,222,35,17,197,195,56,Train/56/00056_00216.png
207,187,29,14,165,162,56,Train/56/00056_00217.png
164,156,18,12,147,140,56,Train/56/00056_00218.png
293,239,40,21,254,218,56,Train/56/00056_00219.png
222,197,30,18,192,180,56,Train/56/00056_00220.png
223,237,22,18,200,208,56,Train/56/00056_00221.png
214,198,24,17,193,180,56,Train/56/00056_00222.png
231,217,23,18,212,196,56,Train/56/00056_00223.png
154,149,11,11,145,135,56,Train/56/00056_00224.png
162,158,17,14,154,145,56,Train/56/00056_00225.png
214,210,18,19,200,192,56,Train/56/00056_00226.png
221,220,24,18,197,197,56,Train/56/00056_00227.png
234,221,28,19,212,199,56,Train/56/00056_00228.png
189,189,21,14,175,172,56,Train/56/00056_00229.png
160,149,15,12,146,133,56,Train/56/00056_00230.png
244,227,31,19,222,206,56,Train/56/00056_00231.png
201,198,24,18,181,178,56,Train/56/00056_00232.png
229,227,36,21,213,205,56,Train/56/00056_00233.png
171,171,15,13,156,156,56,Train/56/00056_00234.png
221,221,21,16,205,202,56,Train/56/00056_00235.png
172,169,13,15,161,154,56,Train/56/00056_00236.png
196,190,23,16,181,173,56,Train/56/00056_00237.png
174,145,20,13,149,132,56,Train/56/00056_00238.png
210,174,31,15,181,159,56,Train/56/00056_00239.png
197,212,19,22,176,187,56,Train/56/00056_00240.png
147,158,14,16,131,141,56,Train/56/00056_00241.png
159,154,15,13,144,142,56,Train/56/00056_00242.png
153,148,13,12,138,133,56,Train/56/00056_00243.png
156,153,20,13,134,137,56,Train/56/00056_00244.png
172,150,24,12,154,135,56,Train/56/00056_00245.png
231,204,22,16,211,185,56,Train/56/00056_00246.png
138,137,19,13,123,122,56,Train/56/00056_00247.png
140,149,14,11,125,131,56,Train/56/00056_00248.png
227,243,22,19,204,209,56,Train/56/00056_00249.png
253,230,40,20,227,209,56,Train/56/00056_00250.png
217,193,27,16,193,174,56,Train/56/00056_00251.png
232,206,26,16,208,186,56,Train/56/00056_00252.png
276,241,36,21,243,220,56,Train/56/00056_00253.png
239,221,27,19,212,199,56,Train/56/00056_00254.png
157,128,17,11,137,115,56,Train/56/00056_00255.png
175,156,23,14,153,141,56,Train/56/00056_00256.png
176,160,17,13,158,137,56,Train/56/00056_00257.png
212,208,22,19,189,186,56,Train/56/00056_00258.png
218,199,35,18,187,153,56,Train/56/00056_00259.png
282,248,28,21,257,224,56,Train/56/00056_00260.png
207,181,22,15,185,165,56,Train/56/00056_00261.png
238,208,21,17,208,190,56,Train/56/00056_00262.png
230,200,40,16,203,182,56,Train/56/00056_00263.png
179,177,21,16,165,161,56,Train/56/00056_00264.png
152,141,15,13,132,127,56,Train/56/00056_00265.png
242,229,27,20,217,205,56,Train/56/00056_00266.png
228,216,25,18,206,194,56,Train/56/00056_00267.png
235,194,27,18,207,175,56,Train/56/00056_00268.png
221,182,22,17,194,167,56,Train/56/00056_00269.png
266,220,32,20,232,197,56,Train/56/00056_00270.png
295,243,33,23,260,219,56,Train/56/00056_00271.png
263,241,35,20,236,218,56,Train/56/00056_00272.png
241,222,30,19,216,201,56,Train/56/00056_00273.png
143,142,19,12,124,126,56,Train/56/00056_00274.png
194,192,24,18,170,170,56,Train/56/00056_00275.png
189,180,20,14,167,162,56,Train/56/00056_00276.png
187,177,20,13,162,160,56,Train/56/00056_00277.png
169,181,17,14,151,157,56,Train/56/00056_00278.png
245,241,31,16,212,214,56,Train/56/00056_00279.png
187,178,24,14,168,158,56,Train/56/00056_00280.png
218,207,28,15,196,183,56,Train/56/00056_00281.png
154,153,21,14,138,136,56,Train/56/00056_00282.png
257,245,22,24,230,218,56,Train/56/00056_00283.png
183,174,19,16,163,154,56,Train/56/00056_00284.png
224,214,29,18,204,189,56,Train/56/00056_00285.png
243,232,27,20,222,208,56,Train/56/00056_00286.png
220,193,26,16,198,175,56,Train/56/00056_00287.png
221,194,29,16,196,176,56,Train/56/00056_00288.png
220,200,21,18,193,180,56,Train/56/00056_00289.png
280,254,26,22,247,229,56,Train/56/00056_00290.png
252,230,39,20,226,209,56,Train/56/00056_00291.png
273,237,38,21,235,217,56,Train/56/00056_00292.png
158,131,16,12,136,119,56,Train/56/00056_00293.png
157,131,17,12,138,118,56,Train/56/00056_00294.png
250,220,31,20,226,200,56,Train/56/00056_00295.png
265,234,33,22,239,212,56,Train/56/00056_00296.png
189,164,23,15,160,148,56,Train/56/00056_00297.png
184,160,21,14,156,145,56,Train/56/00056_00298.png
276,255,27,23,242,231,56,Train/56/00056_00299.png
190,187,22,17,175,170,56,Train/56/00056_00300.png
208,191,23,16,185,172,56,Train/56/00056_00301.png
168,158,16,15,151,141,56,Train/56/00056_00302.png
188,177,18,16,169,159,56,Train/56/00056_00303.png
223,202,23,17,201,181,56,Train/56/00056_00304.png
205,186,24,16,183,167,56,Train/56/00056_00305.png
179,158,19,13,163,142,56,Train/56/00056_00306.png
180,160,21,14,163,143,56,Train/56/00056_00307.png
179,169,15,14,161,149,56,Train/56/00056_00308.png
239,225,21,19,215,200,56,Train/56/00056_00309.png
174,156,18,14,151,140,56,Train/56/00056_00310.png
209,188,21,17,185,170,56,Train/56/00056_00311.png
223,207,24,16,197,184,56,Train/56/00056_00312.png
179,166,17,14,157,148,56,Train/56/00056_00313.png
260,234,26,22,215,212,56,Train/56/00056_00314.png
202,182,20,16,173,164,56,Train/56/00056_00315.png
188,162,19,13,165,147,56,Train/56/00056_00316.png
281,242,28,20,249,220,56,Train/56/00056_00317.png
160,150,16,13,142,130,56,Train/56/00056_00318.png
195,183,20,16,173,159,56,Train/56/00056_00319.png
153,153,16,13,132,136,56,Train/56/00056_00320.png
139,139,15,11,121,125,56,Train/56/00056_00321.png
285,255,50,20,254,229,56,Train/56/00056_00322.png
197,177,34,14,169,160,56,Train/56/00056_00323.png
179,166,20,14,161,151,56,Train/56/00056_00324.png
235,224,24,19,206,200,56,Train/56/00056_00325.png
174,166,19,13,149,148,56,Train/56/00056_00326.png
179,162,21,13,158,145,56,Train/56/00056_00327.png
157,142,19,11,137,127,56,Train/56/00056_00328.png
235,215,22,18,207,196,56,Train/56/00056_00329.png
246,225,24,19,216,204,56,Train/56/00056_00330.png
139,141,13,14,126,128,56,Train/56/00056_00331.png
181,184,17,24,163,170,56,Train/56/00056_00332.png
182,196,18,21,163,172,56,Train/56/00056_00333.png
251,271,24,49,225,252,56,Train/56/00056_00334.png
247,239,21,18,223,220,56,Train/56/00056_00335.png
208,201,19,17,188,184,56,Train/56/00056_00336.png
248,236,28,19,223,209,56,Train/56/00056_00337.png
199,189,26,14,175,160,56,Train/56/00056_00338.png
267,255,29,21,240,229,56,Train/56/00056_00339.png
194,180,17,15,174,163,56,Train/56/00056_00340.png
239,222,21,18,214,200,56,Train/56/00056_00341.png
211,194,28,16,189,175,56,Train/56/00056_00342.png
196,180,28,15,175,162,56,Train/56/00056_00343.png
180,178,22,16,157,159,56,Train/56/00056_00344.png
151,149,18,11,131,132,56,Train/56/00056_00345.png
218,207,24,14,190,188,56,Train/56/00056_00346.png
178,169,20,11,155,153,56,Train/56/00056_00347.png
159,169,16,14,142,146,56,Train/56/00056_00348.png
130,138,13,11,116,119,56,Train/56/00056_00349.png
223,238,22,22,200,209,56,Train/56/00056_00350.png
175,188,17,11,157,164,56,Train/56/00056_00351.png
157,155,22,13,134,137,56,Train/56/00056_00352.png
141,139,18,12,123,122,56,Train/56/00056_00353.png
267,254,36,21,240,226,56,Train/56/00056_00354.png
152,145,20,11,137,128,56,Train/56/00056_00355.png
191,167,16,14,168,152,56,Train/56/00056_00356.png
206,180,19,15,180,164,56,Train/56/00056_00357.png
263,229,45,19,230,208,56,Train/56/00056_00358.png
189,165,25,13,150,149,56,Train/56/00056_00359.png
205,181,21,15,187,165,56,Train/56/00056_00360.png
154,136,16,11,141,124,56,Train/56/00056_00361.png
158,157,21,15,141,140,56,Train/56/00056_00362.png
249,247,33,21,223,222,56,Train/56/00056_00363.png
144,138,17,13,128,122,56,Train/56/00056_00364.png
225,215,22,21,201,191,56,Train/56/00056_00365.png
165,157,17,14,150,140,56,Train/56/00056_00366.png
236,225,34,19,215,201,56,Train/56/00056_00367.png
252,221,27,19,223,201,56,Train/56/00056_00368.png
270,237,32,20,239,215,56,Train/56/00056_00369.png
169,154,17,14,148,139,56,Train/56/00056_00370.png
248,227,23,20,219,205,56,Train/56/00056_00371.png
212,193,27,16,192,174,56,Train/56/00056_00372.png
258,236,35,20,232,213,56,Train/56/00056_00373.png
152,135,17,12,136,121,56,Train/56/00056_00374.png
147,130,16,11,132,117,56,Train/56/00056_00375.png
182,158,23,14,160,144,56,Train/56/00056_00376.png
189,165,23,14,165,150,56,Train/56/00056_00377.png
165,146,20,13,148,132,56,Train/56/00056_00378.png
218,193,27,18,194,173,56,Train/56/00056_00379.png
206,179,26,16,171,163,56,Train/56/00056_00380.png
246,214,34,18,207,196,56,Train/56/00056_00381.png
145,134,13,12,127,121,56,Train/56/00056_00382.png
223,207,23,19,195,187,56,Train/56/00056_00383.png
268,253,30,23,241,227,56,Train/56/00056_00384.png
205,194,23,17,183,173,56,Train/56/00056_00385.png
177,174,21,16,163,158,56,Train/56/00056_00386.png
228,225,27,21,210,204,56,Train/56/00056_00387.png
238,220,28,19,212,199,56,Train/56/00056_00388.png
213,196,28,25,185,180,56,Train/56/00056_00389.png
277,225,40,21,242,205,56,Train/56/00056_00390.png
208,169,30,16,185,154,56,Train/56/00056_00391.png
220,196,29,18,191,178,56,Train/56/00056_00392.png
204,181,24,17,174,165,56,Train/56/00056_00393.png
200,182,29,30,174,146,56,Train/56/00056_00394.png
188,171,26,13,163,140,56,Train/56/00056_00395.png
267,251,28,23,241,226,56,Train/56/00056_00396.png
251,235,25,22,226,211,56,Train/56/00056_00397.png
245,222,26,19,220,198,56,Train/56/00056_00398.png
193,175,21,15,173,156,56,Train/56/00056_00399.png
204,180,22,14,186,162,56,Train/56/00056_00400.png
228,202,27,17,207,181,56,Train/56/00056_00401.png
217,205,19,5,194,182,56,Train/56/00056_00402.png
203,182,21,19,177,162,56,Train/56/00056_00403.png
138,128,13,11,122,113,56,Train/56/00056_00404.png
235,218,22,19,208,194,56,Train/56/00056_00405.png
266,239,30,22,228,215,56,Train/56/00056_00406.png
188,169,20,16,155,149,56,Train/56/00056_00407.png
293,252,30,20,254,230,56,Train/56/00056_00408.png
150,129,15,11,132,117,56,Train/56/00056_00409.png
211,198,21,17,188,172,56,Train/56/00056_00410.png
263,247,26,20,236,216,56,Train/56/00056_00411.png
221,222,24,17,192,199,56,Train/56/00056_00412.png
255,256,27,21,222,230,56,Train/56/00056_00413.png
168,151,33,12,150,134,56,Train/56/00056_00414.png
174,156,34,13,153,139,56,Train/56/00056_00415.png
234,216,25,18,210,195,56,Train/56/00056_00416.png
165,152,19,12,148,138,56,Train/56/00056_00417.png
190,181,20,16,163,162,56,Train/56/00056_00418.png
267,254,29,22,231,228,56,Train/56/00056_00419.png
178,162,19,12,158,145,56,Train/56/00056_00420.png
179,162,21,13,156,146,56,Train/56/00056_00421.png
276,249,36,19,220,220,56,Train/56/00056_00422.png
252,228,30,18,218,202,56,Train/56/00056_00423.png
228,209,22,18,200,189,56,Train/56/00056_00424.png
208,191,20,17,182,173,56,Train/56/00056_00425.png
192,195,18,18,172,178,56,Train/56/00056_00426.png
198,188,27,15,174,157,56,Train/56/00056_00427.png
252,239,28,18,228,206,56,Train/56/00056_00428.png
158,151,18,12,142,135,56,Train/56/00056_00429.png
186,178,21,14,167,159,56,Train/56/00056_00430.png
197,183,17,13,177,165,56,Train/56/00056_00431.png
240,223,21,18,216,201,56,Train/56/00056_00432.png
193,173,21,17,169,156,56,Train/56/00056_00433.png
248,253,23,25,223,231,56,Train/56/00056_00434.png
259,244,23,21,233,216,56,Train/56/00056_00435.png
240,218,25,18,198,197,56,Train/56/00056_00436.png
225,198,23,17,195,179,56,Train/56/00056_00437.png
158,158,16,15,136,139,56,Train/56/00056_00438.png
228,206,28,16,191,182,56,Train/56/00056_00439.png
232,209,28,16,189,184,56,Train/56/00056_00440.png
198,189,23,15,178,169,56,Train/56/00056_00441.png
241,196,29,18,214,178,56,Train/56/00056_00442.png
146,130,19,12,127,118,56,Train/56/00056_00443.png
203,216,20,19,182,189,56,Train/56/00056_00444.png
144,133,16,11,128,120,56,Train/56/00056_00445.png
145,145,13,14,131,133,57,Train/57/00057_00000.png
145,142,15,12,132,128,57,Train/57/00057_00001.png
271,250,24,21,248,225,57,Train/57/00057_00002.png
236,231,24,20,213,210,57,Train/57/00057_00003.png
225,218,19,18,208,198,57,Train/57/00057_00004.png
281,252,20,14,256,225,57,Train/57/00057_00005.png
180,169,23,14,175,152,57,Train/57/00057_00006.png
168,156,19,12,158,139,57,Train/57/00057_00007.png
168,156,0,12,31,141,57,Train/57/00057_00007.png
228,216,13,10,215,216,57,Train/57/00057_00008.png
165,167,15,8,149,167,57,Train/57/00057_00009.png
147,151,13,10,132,145,57,Train/57/00057_00010.png
141,145,12,7,128,138,57,Train/57/00057_00011.png
155,145,13,14,145,131,57,Train/57/00057_00012.png
249,264,25,21,225,238,57,Train/57/00057_00013.png
242,234,24,20,217,211,57,Train/57/00057_00014.png
261,247,32,21,236,222,57,Train/57/00057_00015.png
231,231,24,18,216,212,57,Train/57/00057_00016.png
150,151,14,9,137,139,57,Train/57/00057_00017.png
151,151,11,7,143,138,57,Train/57/00057_00018.png
184,177,15,14,175,162,57,Train/57/00057_00019.png
163,164,14,11,150,151,57,Train/57/00057_00020.png
170,165,17,14,152,149,57,Train/57/00057_00021.png
227,228,23,20,203,211,57,Train/57/00057_00022.png
160,157,17,14,146,142,57,Train/57/00057_00023.png
237,220,25,19,216,199,57,Train/57/00057_00024.png
135,133,13,12,121,121,57,Train/57/00057_00025.png
214,207,18,17,198,188,57,Train/57/00057_00026.png
144,129,10,5,130,115,57,Train/57/00057_00027.png
195,183,24,15,191,165,57,Train/57/00057_00028.png
142,131,16,10,134,117,57,Train/57/00057_00029.png
142,131,0,10,26,118,57,Train/57/00057_00029.png
183,174,21,13,166,154,57,Train/57/00057_00030.png
240,243,23,10,217,243,57,Train/57/00057_00031.png
178,183,15,13,160,178,57,Train/57/00057_00032.png
169,175,15,9,154,168,57,Train/57/00057_00033.png
196,183,19,18,195,165,57,Train/57/00057_00034.png
213,225,22,18,192,203,57,Train/57/00057_00035.png
138,134,14,11,123,121,57,Train/57/00057_00036.png
199,189,23,15,182,172,57,Train/57/00057_00037.png
239,239,23,20,223,217,57,Train/57/00057_00038.png
196,199,18,13,179,184,57,Train/57/00057_00039.png
229,229,16,11,218,211,57,Train/57/00057_00040.png
164,158,13,12,156,144,57,Train/57/00057_00041.png
154,155,14,11,140,145,57,Train/57/00057_00042.png
141,137,15,12,127,124,57,Train/57/00057_00043.png
171,153,17,13,153,137,59,Train/59/00059_00000.png
180,173,16,14,168,158,59,Train/59/00059_00001.png
251,243,34,20,230,219,59,Train/59/00059_00002.png
161,155,19,13,146,139,59,Train/59/00059_00003.png
226,205,28,16,204,185,59,Train/59/00059_00004.png
143,130,18,11,129,117,59,Train/59/00059_00005.png
274,255,38,22,249,232,59,Train/59/00059_00006.png
227,212,29,18,206,189,59,Train/59/00059_00007.png
234,222,38,17,210,198,59,Train/59/00059_00008.png
180,171,29,12,160,153,59,Train/59/00059_00009.png
211,194,26,17,191,174,59,Train/59/00059_00010.png
191,176,23,15,174,158,59,Train/59/00059_00011.png
252,247,29,22,224,219,59,Train/59/00059_00012.png
223,219,23,20,198,195,59,Train/59/00059_00013.png
171,162,20,16,151,145,59,Train/59/00059_00014.png
250,237,27,19,218,213,59,Train/59/00059_00015.png
175,169,25,14,158,153,59,Train/59/00059_00016.png
247,239,35,20,223,216,59,Train/59/00059_00017.png
208,183,23,18,178,165,59,Train/59/00059_00018.png
241,207,32,17,219,188,59,Train/59/00059_00019.png
285,244,44,21,254,223,59,Train/59/00059_00020.png
137,136,15,13,122,122,59,Train/59/00059_00021.png
235,232,28,22,207,209,59,Train/59/00059_00022.png
236,186,23,18,183,169,59,Train/59/00059_00023.png
198,156,34,15,148,142,59,Train/59/00059_00024.png
195,183,19,15,172,164,59,Train/59/00059_00025.png
239,224,21,19,215,198,59,Train/59/00059_00026.png
195,179,21,15,176,160,59,Train/59/00059_00027.png
269,246,30,20,243,221,59,Train/59/00059_00028.png
168,168,18,13,149,147,59,Train/59/00059_00029.png
164,164,16,12,145,144,59,Train/59/00059_00030.png
160,178,17,23,142,156,59,Train/59/00059_00031.png
183,202,17,29,165,183,59,Train/59/00059_00032.png
164,149,23,12,147,134,59,Train/59/00059_00033.png
253,229,31,18,228,207,59,Train/59/00059_00034.png
205,192,29,16,187,171,59,Train/59/00059_00035.png
162,152,23,12,146,137,59,Train/59/00059_00036.png
254,240,44,17,230,216,59,Train/59/00059_00037.png
267,253,47,19,240,227,59,Train/59/00059_00038.png
140,129,15,11,125,115,59,Train/59/00059_00039.png
140,129,17,11,127,115,59,Train/59/00059_00040.png
174,171,16,16,154,152,59,Train/59/00059_00041.png
144,142,14,13,128,126,59,Train/59/00059_00042.png
238,225,28,22,211,202,59,Train/59/00059_00043.png
234,222,27,20,209,200,59,Train/59/00059_00044.png
251,242,36,20,225,218,59,Train/59/00059_00045.png
159,153,23,13,144,138,59,Train/59/00059_00046.png
231,198,30,16,209,180,59,Train/59/00059_00047.png
158,136,23,11,142,123,59,Train/59/00059_00048.png
232,229,27,21,204,207,59,Train/59/00059_00049.png
129,128,15,12,113,115,59,Train/59/00059_00050.png
185,145,19,14,152,132,59,Train/59/00059_00051.png
221,174,20,17,181,159,59,Train/59/00059_00052.png
160,150,14,13,144,133,59,Train/59/00059_00053.png
211,198,19,17,190,174,59,Train/59/00059_00054.png
211,193,23,16,190,173,59,Train/59/00059_00055.png
225,207,25,17,203,185,59,Train/59/00059_00056.png
130,130,13,10,115,114,59,Train/59/00059_00057.png
226,226,22,17,203,201,59,Train/59/00059_00058.png
233,258,21,34,211,235,59,Train/59/00059_00059.png
190,211,20,22,168,180,59,Train/59/00059_00060.png
205,205,19,13,186,172,59,Train/59/00059_00061.png
175,160,15,13,158,145,59,Train/59/00059_00062.png
202,197,19,17,179,174,59,Train/59/00059_00063.png
167,160,15,12,148,141,59,Train/59/00059_00064.png
182,196,17,16,164,160,59,Train/59/00059_00065.png
250,226,19,17,222,207,59,Train/59/00059_00066.png
231,230,18,14,209,204,59,Train/59/00059_00067.png
137,128,11,11,128,113,59,Train/59/00059_00068.png
250,221,21,17,230,201,59,Train/59/00059_00069.png
204,190,18,16,179,168,59,Train/59/00059_00070.png
153,143,13,11,132,126,59,Train/59/00059_00071.png
221,213,22,16,192,190,59,Train/59/00059_00072.png
225,215,29,17,206,191,59,Train/59/00059_00073.png
213,204,25,16,191,182,59,Train/59/00059_00074.png
195,175,20,15,173,157,59,Train/59/00059_00075.png
137,132,12,10,128,120,59,Train/59/00059_00076.png
223,215,31,18,204,192,59,Train/59/00059_00077.png
262,252,28,21,238,227,59,Train/59/00059_00078.png
142,129,18,11,128,116,59,Train/59/00059_00079.png
159,144,21,12,144,130,59,Train/59/00059_00080.png
203,190,29,16,181,172,59,Train/59/00059_00081.png
192,180,29,15,170,162,59,Train/59/00059_00082.png
177,168,22,13,164,148,59,Train/59/00059_00083.png
147,140,24,11,134,125,59,Train/59/00059_00084.png
213,196,24,17,193,175,59,Train/59/00059_00085.png
223,205,28,17,202,184,59,Train/59/00059_00086.png
197,193,19,21,175,174,59,Train/59/00059_00087.png
184,181,17,17,163,160,59,Train/59/00059_00088.png
252,239,29,19,226,215,59,Train/59/00059_00089.png
146,139,15,12,127,124,59,Train/59/00059_00090.png
226,217,33,18,204,196,59,Train/59/00059_00091.png
231,223,29,19,208,198,59,Train/59/00059_00092.png
158,139,18,13,134,120,59,Train/59/00059_00093.png
175,150,25,12,156,136,59,Train/59/00059_00094.png
235,202,31,14,209,184,59,Train/59/00059_00095.png
232,229,27,21,206,207,59,Train/59/00059_00096.png
187,185,22,17,168,167,59,Train/59/00059_00097.png
276,217,27,20,226,197,59,Train/59/00059_00098.png
163,128,25,11,126,116,59,Train/59/00059_00099.png
256,240,22,20,231,212,59,Train/59/00059_00100.png
